,method,fold,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21
0,perm,0,0.002877697841726619,-0.0038369304556354926,-0.0062350119904076755,0.0033573141486810563,0.0589928057553957,0.05323741007194246,0.19616306954436452,0.02925659472422063,0.04028776978417268,0.12517985611510796,0.18561151079136692,0.0892086330935252,0.04556354916067148,0.03453237410071944,0.11414868105515591,0.027338129496402887,0.0033573141486810563,0.020623501199040772,-0.00863309352517986,-0.006714628297362113,-0.00431654676258993
1,gini,0,0.0030304209189874714,0.0020058940772680715,0.005257011952454358,0.00909779146509707,0.05231376162458304,0.022337261055545156,0.2576290559939839,0.03854003253796478,0.05469664820801569,0.06945566434645849,0.1715445517916391,0.10641524275997107,0.04269502744886385,0.018865106675613395,0.06495613409019783,0.03472900541247024,0.014432975562026133,0.015728773300859367,0.008064789233618735,0.0032297763356370747,0.004975075208745231
2,shap,0,0.004899219398214774,0.0029869351528707673,0.006772333437506219,0.013247630861954489,0.054384760999788936,0.04579512957953301,0.14573557337481466,0.05312360256437772,0.06119864573622908,0.08047816294041414,0.17157361428795315,0.1050866041451061,0.05731088069144796,0.02004579917074406,0.08062812351994601,0.040491365801495455,0.02070771423525701,0.0213257405759704,0.004556617919992845,0.00528481293332588,0.004366732673057527
3,support_impurity_centrality,0,0.010144460429223833,0.005793492839829211,0.010602662289825761,0.020446503693781943,0.07716380329551151,0.03736401411527978,0.09446277001661879,0.06205192189146344,0.053668712695654895,0.08115085789026331,0.1536469667030488,0.07918607393033701,0.07109146345291531,0.03495717074889394,0.06353530455830644,0.06033077708656799,0.02595911646181769,0.026823837418105553,0.013490684140379627,0.005406812037966246,0.012722594304208877
4,confidence_impurity_centrality,0,0.03136632419039737,0.02147315843036728,0.011772882689489074,0.025748347773128153,0.06417067324381362,0.04486485671454968,0.09489284227892633,0.05854745991258653,0.05887373089892445,0.06758255717350976,0.08468635692245048,0.06996697154265345,0.06777741075120514,0.049112884572108655,0.047397844274174795,0.061954676585539555,0.03434711153667065,0.04058034787829604,0.011358653057461848,0.0181119023763441,0.03541300719740283
5,lift_impurity_centrality,0,0.03528890950671227,0.024205872088505095,0.015455806770626879,0.03045933769148572,0.06360594767425871,0.04733293748247796,0.08673802287870827,0.059984853140938925,0.05431717686092258,0.06290465794538956,0.07256234261349243,0.06655356696179354,0.06355144416239174,0.04995364524296316,0.049189652759652445,0.06141635155304863,0.038218251282580884,0.044744811755807024,0.014865547429631587,0.02236774233764364,0.03628312186096886
6,equal_impurity_centrality,0,0.03074392489141641,0.020893567484842904,0.011984308947078224,0.026567474402231048,0.06373764426880199,0.046160198874280974,0.09361430322005006,0.058538983755317006,0.057999057613453184,0.06742563617756821,0.08431095194344389,0.06961139257965807,0.06692702701278251,0.05081989929249091,0.04780536175572145,0.06158677867796143,0.034266146842219805,0.040136545881416165,0.012077437693056704,0.01778765479656641,0.03700570388964265
7,relevance_impurity_centrality,0,0.01009325763208134,0.00576229471972738,0.010683146804408334,0.020472617238835075,0.07697110870924467,0.037261706759828137,0.09429675743804206,0.06214900478061328,0.05405487651546737,0.08114773790897814,0.1532354279263966,0.07911046537382706,0.07095709655409685,0.034822571587519356,0.06378069611393697,0.060474018904608164,0.026002412598875355,0.027064199584508286,0.013564282538408228,0.005394204389666884,0.012702115920930441
8,support_relevance_centrality,0,2.94419314842584e-07,2.095075771983208e-10,7.025677595594973e-06,0.0002208121520475219,0.033440770803925754,0.02765709956560583,0.26402770507675993,0.040622634632261824,0.029706477683855568,0.05093356113831175,0.4061215951664476,0.03530678356928857,0.046188703072105965,3.839058062739422e-05,0.059751359396502474,0.001177230295705134,0.00473677086305165,5.034205703955869e-05,1.131421919800541e-06,1.0986702352800944e-06,1.0213547890353126e-05
9,confidence_relevance_centrality,0,3.0803544396918055e-06,2.4246474402639606e-08,7.189964748178516e-05,0.0007148132029613614,0.02984049143008213,0.02420317558793274,0.3088233569850612,0.04096571459130985,0.03588163466989245,0.04745132175327873,0.3618517190546581,0.04070908126476007,0.04508995455246066,0.0002729553878923608,0.05509425795475763,0.0019571814233516004,0.0065430020241930365,0.0004404354864754936,1.905026803122083e-05,1.4367940718353494e-05,5.248217378712405e-05
10,lift_relevance_centrality,0,3.017772685635186e-06,2.4103287513343424e-08,7.244413134813772e-05,0.0007001263362658439,0.030033950164087612,0.02439049995025448,0.30917536282597635,0.04030707206068545,0.035674770327255106,0.04760788290829543,0.3628421712825603,0.04018715768533751,0.045392509658721485,0.0002734045888303222,0.05430150070760676,0.001959494650432372,0.0065525996045928915,0.00044126562258406214,1.9121805425474242e-05,1.4203368210376165e-05,5.142044555687323e-05
11,equal_relevance_centrality,0,2.974479899768775e-06,2.3295362049008096e-08,7.976619342473383e-05,0.0007631870939620266,0.030189366150429865,0.024366647363534673,0.3052533458823286,0.040975588469007854,0.035453719551674104,0.047891802503885784,0.36417741145764637,0.040890993986495545,0.045191485527429916,0.00027272207930786055,0.05545791908411173,0.0019671868223956872,0.006397710761733876,0.0005676750821343336,2.3732483245911222e-05,1.942983744234342e-05,5.7311894546945694e-05
12,relevance_relevance_centrality,0,2.904353781515227e-07,2.091331511912623e-10,7.118001072036774e-06,0.00021666277910385552,0.033628627115934825,0.027822243731460392,0.26485267155466474,0.03991387617779513,0.029553873567348822,0.051036077105468286,0.4068191964622495,0.034778039977549004,0.04647003243185829,3.8766271990830196e-05,0.05884486663502581,0.0011853686891387374,0.0047694731974719275,5.0550262034215766e-05,1.1424709882893774e-06,1.0879786165895357e-06,1.00349457174284e-05
13,perm,1,-0.007098491570541261,-0.002218278615794144,-0.00399290150842946,0.0017746228926353153,0.02706299911268856,0.06832298136645965,0.07897071872227154,0.016858917480035495,0.07763975155279505,0.08651286601597162,0.19875776397515518,0.05590062111801243,0.07586512866015972,0.023513753327417928,0.17480035492457852,0.0430346051464064,0.023957409050576757,0.0430346051464064,0.006211180124223604,0.0013309671694764864,0.009760425909494235
14,gini,1,0.004679302579851884,0.004587937885143715,0.003224610727602858,0.013898186537064514,0.019349348834173243,0.08438914087038951,0.0715687032797464,0.028291666707491215,0.043964951564837686,0.04843699470154598,0.162838674240408,0.12627926557371816,0.04523220836933514,0.016469356021037065,0.24435872447619142,0.018651468449606617,0.022923964705567356,0.022422308673380607,0.00738894991086226,0.006409637512767694,0.004634598379278554
15,support_impurity_centrality,1,0.009973949526406144,0.009078545093921633,0.00855901634608252,0.02103776937682211,0.03254801586108579,0.08555995048782092,0.09284020853613607,0.05397384495456344,0.039322246669940594,0.07204868406830682,0.1773013902532687,0.07425871449808319,0.05900563430027181,0.029658415557474532,0.0932215081911599,0.031673589193342684,0.042586853124662274,0.031795508984395274,0.020065899178769775,0.010691735041523676,0.00479852075596215
16,confidence_impurity_centrality,1,0.01994905688279569,0.006651398788709781,0.019973207875165377,0.020610617980592858,0.028355253215303564,0.07978897206309847,0.07038891108724342,0.05611786075816407,0.043825203291630616,0.07447525193716588,0.11656193815023679,0.08252040561128111,0.06405378096336105,0.02346835865425881,0.09713014447663863,0.032788983032261264,0.053659056630543725,0.03567985849734957,0.037732975427870664,0.028480081299404065,0.0077886833769247425
17,lift_impurity_centrality,1,0.023838699712483796,0.009351807093617109,0.022981965740349275,0.025613730336182614,0.0340222959266899,0.07518698600326569,0.06554990295862903,0.05506661549809943,0.045326756176000016,0.07054226985560211,0.0986471590039078,0.07616034479059419,0.060469913068564876,0.029195585552135278,0.09108859577093896,0.03553875665249264,0.05939041244684305,0.040022739822255314,0.04113654029317244,0.02995703416636471,0.010911889131811597
18,equal_impurity_centrality,1,0.020002125735840728,0.00693610996661679,0.019435125460267887,0.02033422134016138,0.029130787113098643,0.07969708999620286,0.07122069952751364,0.0567083020714601,0.04404463497713736,0.07394371536886618,0.11525551926352148,0.08131689897496894,0.06275106980814632,0.02571423924837776,0.09709197146143364,0.033682545814117996,0.055249296089687684,0.035446807429903374,0.03674867262210534,0.027732110747197086,0.007558056983374588
19,relevance_impurity_centrality,1,0.009893896627494046,0.009152388342264664,0.00851759923732305,0.02105268307518302,0.03241120507531654,0.08557499879557734,0.09251023802066002,0.05398492510363396,0.039610056190314345,0.07200205748340685,0.17711663489539492,0.07406516718184539,0.05886632549489702,0.029739759297938154,0.09326765176630682,0.031971102200493644,0.04271651529311305,0.031948335911134274,0.02011241341389405,0.010698795987380709,0.004787250606428109
20,support_relevance_centrality,1,8.969680262662854e-08,1.3952895300129067e-05,3.157703044754571e-07,0.00010333485943840386,5.068424772698773e-05,0.09427742308557367,0.07004503110415647,0.00044203127485388847,0.009480053419668746,0.037787885799935514,0.33679599631975865,0.07178968776879603,0.0546439567681785,0.027925757144927406,0.2818224279499203,0.0001065071859946011,1.4406092076613731e-05,0.01462709732497623,6.032063764832771e-05,1.6909441008039495e-08,1.302374452140208e-05
21,confidence_relevance_centrality,1,3.1753637761408375e-06,7.016915106250223e-05,6.1290750317769e-06,0.0004947450959031227,0.0002573111577994023,0.08287806824301983,0.06456425528168434,0.0014608601408550553,0.013693910812355922,0.033273031786696966,0.3009476765859135,0.07298921925917513,0.05189300851606878,0.02324245667933272,0.3378346537566421,0.0004013121373531958,8.51996850502257e-05,0.01554385578268077,0.0003029394974620999,7.529980330072845e-07,5.726899410336192e-05
22,lift_relevance_centrality,1,3.1287124908932454e-06,7.080460710960239e-05,6.02607656270553e-06,0.0004889066060436479,0.0002526395570294947,0.08275606034267818,0.06508780236715281,0.0014600856808198324,0.013601936050075774,0.03337857334722194,0.3016445222302236,0.07211998472561595,0.05209132382812116,0.023460500420571455,0.33740091204490535,0.0004030784442027829,8.582267951069945e-05,0.01533225665384332,0.00029709677786945277,7.543674999745109e-07,5.778448045134527e-05
23,equal_relevance_centrality,1,3.736160046755627e-06,7.352218759235978e-05,6.513299613860427e-06,0.0005152723448033561,0.0002723858461831742,0.0834343447107966,0.0647575354483787,0.0014288028739994892,0.013713665945306448,0.033688817533740464,0.3035086296592254,0.07291402560101545,0.05198898029086239,0.023445988719943585,0.3336795930747316,0.00043189930358933647,9.019585835936967e-05,0.015664499689929053,0.0003033637232466589,8.053143084380357e-07,7.742241432747488e-05
24,relevance_relevance_centrality,1,8.93557796312309e-08,1.4202374133321787e-05,3.1337773885904416e-07,0.00010270268894004476,5.007363518897144e-05,0.09404281550803585,0.07058973953607622,0.0004467511296504938,0.009367214498178691,0.03784825739082817,0.3371483770935845,0.07081660311456009,0.054854338246612754,0.028132443092698044,0.28201827570639454,0.00010775059558396831,1.4660021550676672e-05,0.01437253817994801,5.972951137859191e-05,1.714153162493676e-08,1.3107801606956486e-05
25,perm,2,0.0,0.0,0.0,0.0,0.09404849375459222,0.10653930933137393,0.09037472446730349,0.024981631153563586,0.03379867744305662,0.09698750918442323,0.265980896399706,0.012490815576781793,-0.024246877296105838,0.0822924320352683,0.14180749448934596,0.015429831006612806,0.04628949301983841,0.003673769287288763,0.0,0.009551800146950784,0.0
26,gini,2,0.0,0.0009422202053386651,0.0,0.0019938621275071974,0.07122406508486281,0.05129671497013217,0.07561102351211967,0.0187913314044902,0.028499574007426975,0.05505274756395371,0.1636615284001469,0.16333514145551403,0.01797323593290017,0.012307957132857258,0.28295883075270223,0.022875814674362414,0.02238777634648341,0.007700207481927244,0.0,0.0033879689472750304,0.0
27,shap,2,0.0,0.002353316278075777,0.0,0.003114312608384733,0.09150568447645803,0.05253482451754587,0.09232361435829933,0.033783565424247056,0.04867734924696694,0.0794428162529737,0.17877461162223293,0.09948572790987799,0.03309413391523272,0.028884574495195464,0.16575694512252268,0.035859611725802265,0.03619705069339041,0.01405039137095175,0.0,0.0041614699818425666,0.0
28,support_impurity_centrality,2,0.0,0.0032519042033995345,0.0,0.0013091397564856523,0.11193547516432034,0.05954245457588178,0.10152231960970907,0.028003013832714946,0.029787405595026465,0.07060156817901553,0.24906239988060802,0.08599769643690501,0.038270135523438206,0.01738976831279208,0.1091040986833512,0.0291439603508261,0.03727325824125462,0.02283302168902236,0.0,0.004972379965249088,0.0
29,confidence_impurity_centrality,2,0.0,0.018225356860352097,0.0,0.0004892715474898463,0.08651870234051416,0.08902745816936804,0.06887460272673135,0.09120587926461894,0.06735351421892803,0.053304917935403415,0.1624399321775857,0.07915734101537793,0.07842551079885608,0.02701145623439756,0.08688361520275392,0.015168175339610778,0.014930191115605307,0.05781496565605306,0.0,0.00316910939635368,0.0
30,lift_impurity_centrality,2,0.0,0.02022053112131429,0.0,0.0005413627248113334,0.08661593361703626,0.09129674427526614,0.07024252585815699,0.08660641330594049,0.06911718794423982,0.05608419921439595,0.14478049438498777,0.07708601486265255,0.08141441148491743,0.029590790215249907,0.08744574679233875,0.016675329997286752,0.01675267932201558,0.06197302785396127,0.0,0.003556607025428663,0.0
31,equal_impurity_centrality,2,0.0,0.016176994861857124,0.0,0.00057182256941158,0.08535129413460901,0.09002175766900114,0.07448894395763014,0.083889626509379,0.061373097565109815,0.05670143404043635,0.16246383473671727,0.0800394349730149,0.07269238781960549,0.02677701952356731,0.09181979420076056,0.018070994375916655,0.01903063342060439,0.05735396217579707,0.0,0.003176967466582234,0.0
32,relevance_impurity_centrality,2,0.0,0.0033042943926630238,0.0,0.001287363713253956,0.1119810283301294,0.05943598996887376,0.10164058179985358,0.027961623350456766,0.02992435652196493,0.07044643258975809,0.2486063496953294,0.08571032827416275,0.03862298029304556,0.017362747186100987,0.10924866437068587,0.028973249507827207,0.03756144320537817,0.023037655794914923,0.0,0.004894911005601606,0.0
33,support_relevance_centrality,2,0.0,7.754669561689548e-09,0.0,7.787688112832654e-05,0.028581974821144596,0.0179018441229279,0.08118314162947336,0.07517523778006063,0.0036248617792954125,0.018469625031381554,0.3351055368845398,0.15560346154200114,0.04261548354821923,0.023932818760657025,0.20846535441086472,0.0011915657930269934,0.007754692957930525,0.0003035302516506904,0.0,1.2986051028549928e-05,0.0
34,confidence_relevance_centrality,2,0.0,3.861417755330473e-07,0.0,0.0002873063267122802,0.036937274650455536,0.02022715124722527,0.07603899955397615,0.05914477085254646,0.012847744667321675,0.020935714731136888,0.3126305793281546,0.15584886874139323,0.04475124551069976,0.024509214246854524,0.21876911226638324,0.003912620164360012,0.012016267296039034,0.0010777503505231371,0.0,6.499392444267139e-05,0.0
35,lift_relevance_centrality,2,0.0,3.9133035806155545e-07,0.0,0.000282922597153241,0.03717565934911732,0.020454900699567673,0.07562017396563832,0.05824998291015263,0.01293850369882873,0.020843130802347717,0.31208558642583656,0.1555572099564513,0.045374545709517024,0.024848280368249046,0.21936620584894415,0.003934700219391427,0.012118149231222182,0.0010855587363989539,0.0,6.40981508256877e-05,0.0
36,equal_relevance_centrality,2,0.0,3.585440841462317e-07,0.0,0.0003019950279119032,0.036866788942384085,0.019988176970964524,0.07603394458116298,0.059492364781053894,0.012517237856264194,0.02215256186136093,0.3153978465163353,0.15412413632593552,0.044073857541019584,0.02392931896567818,0.21587590495221776,0.005110707198982329,0.013026064445576201,0.001036063490088775,0.0,7.267199897970256e-05,0.0
37,relevance_relevance_centrality,2,0.0,7.982462400218229e-09,0.0,7.743800494261942e-05,0.02900476542982004,0.018271961466267275,0.0805713268627376,0.07386945607391726,0.0036981300726843798,0.018251257978563435,0.3340815276469131,0.15536959931681643,0.04350706502476911,0.024440346688148058,0.20946848100498108,0.0011981280580672686,0.007867755406953877,0.00030985619755910906,0.0,1.2896784396936137e-05,0.0
38,perm,3,0.0,0.00127307447485678,0.00509229789942712,0.00700190961171229,0.006365372374283901,0.0642902609802674,0.07447485677912163,0.017823042647994922,0.00254614894971356,0.18968809675366008,0.2221514958625078,0.0642902609802674,0.15213239974538517,0.03373647358370467,0.17059197963080844,0.01018459579885424,-0.02482495225970721,0.011457670273711022,-0.00827498408656907,0.0,0.0
39,gini,3,0.0015895489663757957,0.0028403179310816135,0.0036694880805468724,0.002996173646938505,0.04641708808030909,0.08608884474550324,0.056676830680391074,0.012094390019900677,0.01955332444360858,0.050876179621059836,0.1850089149720147,0.13119238640987177,0.03850801038984796,0.024165086287476416,0.2851805695772826,0.012564684127303447,0.03650131600285712,0.0019720051100614268,0.002104840907569347,0.0,0.0
40,shap,3,0.001510426807076354,0.001942850250170312,0.0033078647095336105,0.0014773120675383976,0.032324257319426696,0.07142807818321753,0.07975103387439894,0.02324511680028549,0.031677996697608006,0.09140991935458993,0.21268544745964005,0.06768741809354772,0.08200416856065869,0.05352506677576281,0.17749362485329903,0.019261527937885544,0.04311008183455191,0.002917536278480623,0.003240272142328582,0.0,0.0
41,support_impurity_centrality,3,0.0019901269491691335,0.009911706625777943,0.01170753369598108,0.00803663130945114,0.05557877349495748,0.08822639534563664,0.0874321411532879,0.018162391932643834,0.025953194224598436,0.06686744683389668,0.232989322956217,0.06663477080569001,0.07036654355575186,0.04937396361403509,0.1511169556647728,0.021428112767196167,0.028507621533147055,0.002085963413380224,0.003630404124409535,0.0,0.0
42,confidence_impurity_centrality,3,0.003044767899144163,0.01771145750152413,0.01038325002313502,0.03038902907302411,0.09579239483897128,0.09153145568852437,0.06351366013872158,0.03958438672379962,0.05758014598819882,0.04167289151163072,0.13633364425093172,0.0902287694896087,0.0712089037325131,0.05845579921001397,0.13522298036672992,0.01987403869641213,0.03067250603887175,0.0002374200388679478,0.006562498789376865,0.0,0.0
43,lift_impurity_centrality,3,0.0033834146337979715,0.019278675781789868,0.01134106159070291,0.03234482124770783,0.0912591773357495,0.08982484679334234,0.06460396111071218,0.04232254592956273,0.05958999605451161,0.043963182769581846,0.12852131862897503,0.08788006385339431,0.07294509923953192,0.06015242019891996,0.13027824870435364,0.0218838452358752,0.03300437115309798,0.0002644026429493681,0.0071585470954436395,0.0,0.0
44,equal_impurity_centrality,3,0.0033725753249343026,0.016946152052031767,0.009253546153517065,0.027947175569717257,0.09038716575623504,0.09187559612661828,0.06595735581961257,0.03734179608857944,0.05583053754645816,0.048062740962344384,0.1432793950717006,0.08854071867981911,0.07071229552892373,0.054735415023917156,0.1355838647222497,0.01994233203188035,0.0322736436741833,0.000212358342953371,0.007745335524324415,0.0,0.0
45,relevance_impurity_centrality,3,0.0020143939471512083,0.01004681115727075,0.011817287216612064,0.008099106339836215,0.05569814231753414,0.08779986544190939,0.08743186473485283,0.018099069403623633,0.026037825344802305,0.06704747208660015,0.23277799196906585,0.06634050038465453,0.07034707771202611,0.049471085292373776,0.15086048739299485,0.02157961113616633,0.028821235328200835,0.002105511226461288,0.003604661567863757,0.0,0.0
46,support_relevance_centrality,3,2.3671371757076324e-08,6.988661705214612e-08,3.590223203393341e-06,9.374638967799738e-09,0.003951813664055697,0.10524354996541248,0.044476422434254974,6.020379293065932e-06,0.009550135541337575,0.03516662839292515,0.4768968838522195,0.03618716597231843,0.008176792479537683,0.030022450373753194,0.24805643243276285,8.46034723815303e-05,0.001969620899264678,0.00020773688949317947,5.009515885150858e-08,0.0,0.0
47,confidence_relevance_centrality,3,6.147711893162156e-07,1.6376871065705398e-06,2.7409461939036906e-05,4.456888812573997e-07,0.008813163275228991,0.09433782293399665,0.037780610731814095,6.110873384754614e-05,0.011629817680619606,0.031222443356850923,0.41914970869454937,0.04689664028599795,0.011972684083575914,0.02527315129182626,0.30570175169936065,0.0005152881141271011,0.006170567025469814,0.0004433233787568591,1.8111048620584268e-06,0.0,0.0
48,lift_relevance_centrality,3,6.170897769113222e-07,1.6495710926349795e-06,2.7500968113137238e-05,4.48971715181478e-07,0.008839785952580123,0.09425101694420356,0.03811848727202878,6.046885570881068e-05,0.01147096167247494,0.03149977849314456,0.42036470600537423,0.0464238917118523,0.011893774389968472,0.025500831790146127,0.30438806267367974,0.0005161976790303693,0.006195032181150211,0.00044500415090923453,1.7836270506869419e-06,0.0,0.0
49,equal_relevance_centrality,3,5.607879048554745e-07,1.7425433561218952e-06,2.6335910032248384e-05,4.6091354294427397e-07,0.008537282755106606,0.09529064742374635,0.038518973844015,6.254554891993033e-05,0.011501489089876306,0.032235715938608286,0.4246287909185281,0.045558418673374165,0.011571926471560332,0.025758405856621144,0.29910701618219127,0.0006760678175395518,0.006106124861626739,0.00041528454269408534,2.2099207559905007e-06,0.0,0.0
50,relevance_relevance_centrality,3,2.4349831860207478e-08,7.214080005334555e-08,3.6869230521719265e-06,9.683347653962843e-09,0.004050677443694333,0.10499767547859716,0.044611822943871955,6.055942696233504e-06,0.009443724421105635,0.035279536201115,0.47691524103587474,0.03601591426824446,0.008175932445682493,0.030113093542715293,0.24807054633101402,8.587450904000092e-05,0.0020170102240715847,0.00021305168437353675,5.043087181391857e-08,0.0,0.0
51,perm,4,0.0033003300330033004,0.014301430143014302,-0.0044004400440044,0.0077007700770077014,-0.0011001100110011,0.04235423542354236,0.10561056105610561,0.05995599559955996,0.0407040704070407,0.07205720572057206,0.23322332233223322,0.04345434543454346,0.06105610561056105,0.07755775577557755,0.17436743674367436,0.039603960396039604,-0.012651265126512653,0.027502750275027504,0.015401540154015403,0.0,0.0
52,gini,4,0.003155340008366536,0.00369531058165135,0.002604913111887041,0.009872768593204172,0.028076476250832788,0.0658098205555214,0.07975318579061308,0.03466987615491174,0.03330312955904588,0.03670778804995069,0.24719076229464937,0.05058512435396241,0.04740866623567892,0.03621295973863348,0.2390934665508429,0.034982450204401744,0.024044416300797337,0.011183401789370332,0.008001001855988283,0.001256330951700066,0.0023928110679904803
53,shap,4,0.003569005007953618,0.0024299610156060065,0.0032463394923865183,0.01856818562751763,0.044786856642053646,0.07958471343234388,0.0721046286965663,0.04814450024102423,0.04324583417128832,0.05985512641662554,0.190377650594376,0.07863195202147431,0.06182763624963204,0.046272738450273534,0.13213036814216852,0.04311667308861726,0.04096453154738327,0.018359413826719635,0.008392059765748708,0.002479703771175909,0.001912121799064742
54,support_impurity_centrality,4,0.008107211546151852,0.006714727808647343,0.0035069994015899364,0.03356948124290585,0.06437843123239494,0.0699813797975308,0.0942250549069598,0.0512988161301426,0.03507845347017399,0.08289090122445852,0.13387368031131003,0.06735620680263003,0.06450576815366023,0.05915667149646487,0.08189796209962767,0.07292747408146731,0.03096273112363624,0.024794899468296196,0.010138762380533808,0.0017701409619829956,0.0028642463594349666
55,confidence_impurity_centrality,4,0.018358679390224463,0.01058945070164967,0.0029008290215280265,0.02108059765944756,0.05644048402252256,0.07263734818112606,0.08368429393169857,0.054937625389033275,0.05425262369756755,0.07468493584437318,0.1042325421922271,0.07249560808046818,0.05981175385918273,0.06429504370199851,0.07757858204817444,0.07543089104353198,0.04427862006435444,0.027983317993382013,0.01010882297647504,0.0005167157487311703,0.013701234452303427
56,lift_impurity_centrality,4,0.02260182498295256,0.014126639206674825,0.004001023914035321,0.025203193916507285,0.056658544059769334,0.06643909897844627,0.07876209441227722,0.05440231600222822,0.058935315011182834,0.0723413843873482,0.09170386666483503,0.06947201843640052,0.059484580915175146,0.06799352044225725,0.07378266768494837,0.07245806105174725,0.04723200833524078,0.03330670898193531,0.013258538664844463,0.0007046104465356926,0.01713198350465794
57,equal_impurity_centrality,4,0.017768051211668502,0.010306857470758303,0.003131192367083621,0.021367793549264075,0.055838272328512246,0.07194557392627751,0.08346493704437084,0.05442465612296317,0.05392875935081612,0.0743245232407976,0.10347577628158779,0.07243093203840774,0.060978821760807655,0.0641833613707814,0.0768111957484369,0.07594574438419166,0.045567124048037325,0.028662900653430787,0.011454653363189925,0.0006200785911441566,0.013368795147472528
58,relevance_impurity_centrality,4,0.008189531468461811,0.006626047394763587,0.0034814163311773236,0.03329089398299596,0.06421126032854849,0.0699031544055762,0.09372291326496954,0.051205915798032985,0.03532158667890621,0.08314081107493104,0.13415985619227197,0.06725145070509737,0.06446190520146816,0.058959198990720434,0.08196334108498152,0.0733593666668739,0.03103436301294251,0.024980987770968195,0.010129162679998905,0.0017397604879292833,0.0028670764783846237
59,support_relevance_centrality,4,1.0581548739455757e-06,8.339637029983992e-05,3.2155950066931724e-06,0.00014407872968892374,0.0011753725541142103,0.0619980935840425,0.257263498606333,0.00347209496669761,0.03179699797215353,0.013173478919717643,0.3169311892834756,0.005207889084319033,0.06745508837019587,0.013463833561200726,0.2101709688609444,0.00989637610164591,0.00672103564371967,0.00030849374841325304,0.0007054878591966839,2.639211057920935e-05,1.9599233817111706e-06
60,confidence_relevance_centrality,4,9.56279882495593e-06,0.00022251381989936447,2.5423060520501358e-05,0.0008411244157761801,0.002931315815568784,0.06159436011794063,0.19929973558523795,0.007190988657558387,0.040639572344066115,0.019461821242217424,0.3553192591822444,0.01293126870551034,0.0560107095067274,0.012899519915612221,0.19929059295550078,0.015557281710138277,0.013346886186616795,0.0008280694655832224,0.001446826402257373,0.0001315867785589727,2.1581333639971515e-05
61,lift_relevance_centrality,4,9.401846308787475e-06,0.00021791778637260498,2.5236864110997563e-05,0.0008403958944264949,0.002891480228399852,0.06156395932669525,0.20043540188488337,0.007064202128369937,0.04078292388864299,0.019424977120924464,0.3542003851190428,0.012773864767818258,0.05634823122527501,0.012921209430940361,0.19936674723420242,0.015526351775318175,0.013210691890936484,0.0008295113938176495,0.0014172503405247895,0.00012874445178570615,2.111540120360908e-05
